title,location,city,start_date,start_time,event_link,ticket_link,scraped_at
Vilniaus Rytas rungtynių abonementas Twinsbet arenoje,Twinsbet Arena,Vilnius,2025-10-07,20:00,https://www.bilietai.lt/eng/tickets/sportas/krepsinis/vilniaus-rytas-rungtyniu-abonementas-twinsbet-arenoje-100820/,,2026-02-16T05:41:02Z
AIDAS 2026,Medeina - Gastrobaras,Vilnius,2026-01-09,16:00,https://www.bilietai.lt/eng/tickets/koncertai/aidas-2026-101723/,,2026-02-16T05:41:02Z
Koncertas Lietuvos valstybės atkūrimo dienai ''ŠVENČIU IR DAINUOJU LIETUVĄ'',Klaipėdos Švyturio arena,Klaipėda,2026-02-16,17:00,https://www.bilietai.lt/eng/tickets/koncertai/koncertas-lietuvos-valstybes-atkurimo-dienai-svenciu-ir-dainuoju-lietuva-492740/,https://store.bilietai.lt/public/?concert=492740&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
The Grand Stars Orchestra «HOLLYWOOD MUSIC EXPERIENCE»,Kultūros centras Žvejų rūmai,Klaipėda,2026-02-16,19:00,https://www.bilietai.lt/eng/tickets/koncertai/vilnius-the-grand-stars-orchestra-hollywood-music-experience-476238/,https://store.bilietai.lt/public/?concert=476238&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Piano & A Microphone,Lukiškių kalėjimas 2.0,Vilnius,2026-02-19,20:00,https://www.bilietai.lt/eng/tickets/koncertai/piano--a-microphone-102195/,,2026-02-16T05:41:02Z
Metų muzikos apdovanojimai MAMA 2025,Kauno Žalgirio arena,Kaunas,2026-02-20,19:00,https://www.bilietai.lt/eng/tickets/koncertai/metu-muzikos-apdovanojimai-mama-2025-100439/,,2026-02-16T05:41:02Z
LVSO VAIKAMS | ''LAUKINĖ SIMFONIJA'',LVSO koncertų salė,Vilnius,2026-02-21,12:00,https://www.bilietai.lt/eng/tickets/koncertai/lvso-vaikams--laukine-simfonija-488785/,https://store.bilietai.lt/public/?concert=488785&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Citadele KMT finalo ketvertas,Šiaulių arena,Šiauliai,2026-02-21,15:00,https://www.bilietai.lt/eng/tickets/sportas/citadele-kmt-finalo-ketvertas-101739/,,2026-02-16T05:41:02Z
ELECTRO DELUXE ir KAUNO BIGBENDAS,Twinsbet Arena,Vilnius,2026-02-21,19:00,https://www.bilietai.lt/eng/tickets/koncertai/electro-deluxe-ir-kauno-bigbendas-489073/,https://store.bilietai.lt/public/?concert=489073&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Už grotų: Micro One - Lukiškių kalėjimas 2.0,Lukiškių kalėjimas 2.0,Vilnius,2026-02-21,21:00,https://www.bilietai.lt/eng/tickets/koncertai/uz-grotu-micro-one-lukiskiu-kalejimas-20-488673/,https://store.bilietai.lt/public/?concert=488673&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
MURMURS - tarptautinis muzikos festivalis,Kablys,Vilnius,2026-02-26,19:00,https://www.bilietai.lt/eng/tickets/koncertai/murmurs-tarptautinis-muzikos-festivalis-102337/,,2026-02-16T05:41:02Z
The Gentlemen | Šiauliai,Šiaulių arena,Šiauliai,2026-02-26,19:00,https://www.bilietai.lt/eng/tickets/koncertai/the-gentlemen-slovakija-erotinis-vyru-sou-490393/,https://store.bilietai.lt/public/?concert=490393&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
EUROVIZIJA.LT FINALAS gyvai,Twinsbet Arena,Vilnius,2026-02-27,19:00,https://www.bilietai.lt/eng/tickets/koncertai/eurovizijalt-finalas-gyvai-479832/,https://store.bilietai.lt/public/?concert=479832&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
LVSO | BOMSORI KIM GRIEŽIA F. MEDELSSOHNĄ,LVSO koncertų salė,Vilnius,2026-02-27,19:00,https://www.bilietai.lt/eng/tickets/koncertai/lvso--bomsori-kim-griezia-f-medelssohna-488815/,https://store.bilietai.lt/public/?concert=488815&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Kino Muzikos koncertas žvakių šviesoje. Styginių Kvartetas,Lukiškių kalėjimas 2.0,Vilnius,2026-02-28,18:00,https://www.bilietai.lt/eng/tickets/koncertai/kino-muzikos-koncertas-zvakiu-sviesoje-styginiu-kvartetas-493186/,https://store.bilietai.lt/public/?concert=493186&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Natalija Bunkė 360 Arena Show,Kauno Žalgirio arena,Kaunas,2026-02-28,20:00,https://www.bilietai.lt/eng/tickets/koncertai/natalija-bunke-360-arena-show-480777/,https://store.bilietai.lt/public/?concert=480777&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
LVSO | DALIA KUZNECOVAITĖ GRIEŽIA J. BRAHMSĄ,LVSO koncertų salė,Vilnius,2026-03-06,19:00,https://www.bilietai.lt/eng/tickets/koncertai/lvso--dalia-kuznecovaite-griezia-j-brahmsa-488844/,https://store.bilietai.lt/public/?concert=488844&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Acoustic: Mėlyna - Lukiškių kalėjimas 2.0,Lukiškių kalėjimas 2.0,Vilnius,2026-03-06,20:00,https://www.bilietai.lt/eng/tickets/koncertai/acoustic-melyna-lukiskiu-kalejimas-20-487327/,https://store.bilietai.lt/public/?concert=487327&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
LUKA SULIC | LIFE TOUR 2026,LVSO koncertų salė,Vilnius,2026-03-07,18:00,https://www.bilietai.lt/eng/tickets/koncertai/luka-sulic--life-tour-2026-483301/,https://store.bilietai.lt/public/?concert=483301&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Koncertinis turas. Inga Valinskienė VISADA JŪSŲ,Twinsbet Arena,Vilnius,2026-03-07,20:00,https://www.bilietai.lt/eng/tickets/koncertai/koncertinis-turas-inga-valinskiene-visada-jusu-473786/,https://store.bilietai.lt/public/?concert=473786&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Michael Schenker - My Years With UFO 2026,COMPENSA koncertų salė,Vilnius,2026-03-09,20:00,https://www.bilietai.lt/eng/tickets/koncertai/michael-schenker-my-years-with-ufo-2026-488618/,https://store.bilietai.lt/public/?concert=488618&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
MES UŽAUGOM!,Twinsbet Arena,Vilnius,2026-03-10,19:00,https://www.bilietai.lt/eng/tickets/koncertai/mes-uzaugom-493169/,https://store.bilietai.lt/public/?concert=493169&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
INSOMNIA SHOW | OG Version x Furytto x Proflame,Kauno Žalgirio arena,Kaunas,2026-03-10,20:00,https://www.bilietai.lt/eng/tickets/koncertai/og-version-furytto-proflame--zalgirio-arena--0310-465868/,https://store.bilietai.lt/public/?concert=465868&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Unknown Mortal Orchestra - Vilnius,Kablys,Vilnius,2026-03-10,20:00,https://www.bilietai.lt/eng/tickets/koncertai/unknown-mortal-orchestra-vilnius-481905/,https://store.bilietai.lt/public/?concert=481905&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
XXV festivalio ''Trimitatis'' koncertas SKAMBĖKIME LIETUVAI,Palangos koncertų salė,Palanga,2026-03-11,15:00,https://www.bilietai.lt/eng/tickets/koncertai/xxv-festivalio-trimitatis-koncertas-skambekime-lietuvai-492753/,https://store.bilietai.lt/public/?concert=492753&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Vilniaus 'Ryto' 2025/26 sezono namų rungtynės,Twinsbet Arena,Vilnius,2026-03-11,19:30,https://www.bilietai.lt/eng/tickets/sportas/krepsinis/vilniaus-ryto-2025-26-sezono-namu-rungtynes-100813/,,2026-02-16T05:41:02Z
Angelou | VIRSMAS,Kablys,Vilnius,2026-03-12,20:00,https://www.bilietai.lt/eng/tickets/koncertai/angelou--virsmas-489363/,https://store.bilietai.lt/public/?concert=489363&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
LVSO | LUKAS GENIUŠAS IR M. RAVELIO ŠEDEVRAI,LVSO koncertų salė,Vilnius,2026-03-13,19:00,https://www.bilietai.lt/eng/tickets/koncertai/lvso--lukas-geniusas-ir-m-ravelio-sedevrai-488849/,https://store.bilietai.lt/public/?concert=488849&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Ledo šou ''STICHIJOS 2: Pasadoblis'',Kauno Žalgirio arena,Kaunas,2026-03-13,20:00,https://www.bilietai.lt/eng/tickets/koncertai/ledo-sou-stichijos-2-pasadoblis-484896/,https://store.bilietai.lt/public/?concert=484896&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Gerumo koncertas su Jurga Šeduikyte,Palangos koncertų salė,Palanga,2026-03-14,19:00,https://www.bilietai.lt/eng/tickets/koncertai/gerumo-koncertas-su-jurga-seduikyte-489377/,https://store.bilietai.lt/public/?concert=489377&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Deki Alem - Vilnius,Kablys,Vilnius,2026-03-14,20:00,https://www.bilietai.lt/eng/tickets/koncertai/deki-alem-vilnius-479160/,https://store.bilietai.lt/public/?concert=479160&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
kamanių šilelis RITUALAI | Twinsbet arena,Twinsbet Arena,Vilnius,2026-03-14,20:00,https://www.bilietai.lt/eng/tickets/koncertai/kamaniu-silelis-ritualai-i-twinsbet-arena-481087/,https://store.bilietai.lt/public/?concert=481087&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
LVSO | JOSHUA BROWN GRIEŽIA A. DVOŘÁKĄ,LVSO koncertų salė,Vilnius,2026-03-20,19:00,https://www.bilietai.lt/eng/tickets/koncertai/lvso--joshua-brown-griezia-a-dvoraka-488959/,https://store.bilietai.lt/public/?concert=488959&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
LORD OF THE LOST Loftas | Vilnius (LITHUANIA) + SPECIAL GUEST: AD INFINITUM,Menų fabrikas LOFTAS,Vilnius,2026-03-20,20:00,https://www.bilietai.lt/eng/tickets/koncertai/lord-of-the-lost-loftas--vilnius-lithuania-special-guest-ad-infinitum-479990/,https://store.bilietai.lt/public/?concert=479990&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Bartoš Eiliakas | Albumo Threshold pristatymo koncertas,Dūmų fabrikas,Vilnius,2026-03-21,19:00,https://www.bilietai.lt/eng/tickets/koncertai/bartos-eiliakas--albumo-threshold-pristatymo-koncertas-487892/,https://store.bilietai.lt/public/?concert=487892&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
MMA BUSHIDO 101,Twinsbet Arena,Vilnius,2026-03-21,19:30,https://www.bilietai.lt/eng/tickets/sportas/mma-bushido101-487491/,https://store.bilietai.lt/public/?concert=487491&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Gio Pika su NAUJU ŠOU VILNIUJE!,Pramogų arena,Vilnius,2026-03-21,20:00,https://www.bilietai.lt/eng/tickets/koncertai/gio-pika-su-nauju-sou-vilniuje-474807/,https://store.bilietai.lt/public/?concert=474807&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
The Rock Symphony Orchestra,Twinsbet Arena,Vilnius,2026-03-25,19:00,https://www.bilietai.lt/eng/tickets/koncertai/the-rock-symphony-orchestra-482493/,https://store.bilietai.lt/public/?concert=482493&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
LVSO | F. MENDELSSOHN. ''ŠLOVINIMO GIESMĖ'',LVSO koncertų salė,Vilnius,2026-03-27,19:00,https://www.bilietai.lt/eng/tickets/koncertai/lvso--f-mendelssohn-slovinimo-giesme-489145/,https://store.bilietai.lt/public/?concert=489145&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Brolių Tautkų RONDO,Kauno Žalgirio arena,Kaunas,2026-03-28,19:00,https://www.bilietai.lt/eng/tickets/koncertai/broliu-tautku-rondo--vilnius-483543/,https://store.bilietai.lt/public/?concert=483543&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
IEVA DŪDAITĖ ''GRAND PIANO SHOW 2'' 360,Kauno Žalgirio arena,Kaunas,2026-03-28,19:00,https://www.bilietai.lt/eng/tickets/koncertai/ieva-dudaite-grand-piano-show-2-360-488168/,https://store.bilietai.lt/public/?concert=488168&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
G&G SINDIKATAS | Vilnius,COMPENSA koncertų salė,Vilnius,2026-03-28,20:00,https://www.bilietai.lt/eng/tickets/koncertai/gg-sindikatas--vilnius-485237/,https://store.bilietai.lt/public/?concert=485237&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
Primal Fear,Menų fabrikas LOFTAS,Vilnius,2026-03-29,20:00,https://www.bilietai.lt/eng/tickets/koncertai/primal-fear-483836/,https://store.bilietai.lt/public/?concert=483836&design=bilietai&lang=eng&center=1745,2026-02-16T05:41:02Z
